Time(s),TotalLungVolume(L),TidalVolume(mL),OxygenSaturation,CardiacOutput(L/min),HeartRate(1/min),HeartStrokeVolume(mL),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),RespirationRate(1/min),EndTidalCarbonDioxideFraction,ArterialBloodPH,Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg)
5.06,2.579,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.08,2.585,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.10,2.591,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.12,2.596,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.14,2.601,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.16,2.606,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.18,2.611,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.20,2.616,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.22,2.621,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.24,2.626,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.26,2.627,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.28,2.624,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.30,2.616,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.32,2.605,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.34,2.591,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.36,2.576,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.38,2.559,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.40,2.542,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.42,2.525,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.44,2.507,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.46,2.490,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.48,2.474,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.50,2.457,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.52,2.442,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.54,2.427,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.56,2.413,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.58,2.399,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.60,2.387,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.62,2.375,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.64,2.364,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.66,2.353,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.68,2.344,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.70,2.335,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.72,2.326,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.74,2.319,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.76,2.311,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.78,2.305,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.80,2.299,388.081,0.979,5.69,72.24,78.8,95.2,113.5,18.07,0.0417,7.40,97,41,0
5.82,2.293,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.84,2.288,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.86,2.283,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.88,2.279,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.90,2.275,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.92,2.271,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.94,2.268,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.96,2.265,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
5.98,2.262,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.00,2.259,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.02,2.257,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.04,2.255,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.06,2.253,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.08,2.251,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.10,2.249,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.12,2.248,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.14,2.247,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.16,2.245,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.18,2.244,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.20,2.243,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.22,2.242,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.24,2.241,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.26,2.241,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.28,2.240,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.30,2.239,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.32,2.239,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.34,2.238,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.36,2.238,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.38,2.237,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.40,2.237,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.42,2.236,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.44,2.236,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.46,2.236,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.48,2.236,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.50,2.235,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.52,2.235,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.54,2.235,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.56,2.235,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.58,2.235,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.60,2.234,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.62,2.234,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.64,2.234,388.081,0.979,5.69,72.24,78.8,95.2,113.6,18.07,0.0417,7.40,97,41,0
6.66,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.68,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.70,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.72,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.74,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.76,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.78,2.234,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.80,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.82,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.84,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.86,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.88,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.90,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.92,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.94,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.96,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
6.98,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.00,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.02,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.04,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.06,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.08,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.10,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.12,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.14,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.16,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.18,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.20,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.22,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.24,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.26,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.28,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.30,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.32,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.34,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.36,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.38,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.40,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.42,2.233,388.081,0.979,5.69,72.21,78.8,95.3,113.6,18.07,0.0417,7.40,97,41,0
7.44,2.235,389.158,0.979,5.69,72.21,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.46,2.237,389.158,0.979,5.69,72.21,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.48,2.241,389.158,0.979,5.69,72.21,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.50,2.246,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.52,2.252,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.54,2.259,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.56,2.266,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.58,2.273,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.60,2.281,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.62,2.289,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.64,2.297,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.66,2.306,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.68,2.315,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.70,2.324,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.72,2.333,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.74,2.342,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.76,2.351,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.78,2.360,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.80,2.369,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.82,2.378,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.84,2.386,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.86,2.395,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.88,2.404,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.90,2.413,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.92,2.421,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.94,2.430,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.96,2.438,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
7.98,2.447,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.00,2.455,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.02,2.463,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.04,2.471,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.06,2.479,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.08,2.486,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.10,2.494,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.12,2.501,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.14,2.509,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.16,2.516,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.18,2.523,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.20,2.530,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.22,2.537,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.24,2.543,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.26,2.550,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.28,2.556,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.30,2.562,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.32,2.568,389.158,0.979,5.69,72.17,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.34,2.574,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.36,2.580,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.38,2.586,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.40,2.591,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.42,2.597,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.44,2.602,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.46,2.607,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.48,2.612,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.50,2.617,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.52,2.622,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.54,2.627,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.56,2.630,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.58,2.627,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.60,2.620,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.62,2.610,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.64,2.596,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.66,2.581,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.68,2.565,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.70,2.548,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.72,2.531,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.74,2.513,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.76,2.496,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.78,2.479,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.80,2.463,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.82,2.447,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.84,2.432,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.86,2.417,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.88,2.403,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.90,2.391,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.92,2.378,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.94,2.367,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.96,2.357,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
8.98,2.347,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.00,2.337,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.02,2.329,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.04,2.321,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.06,2.314,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.08,2.307,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.10,2.301,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.12,2.295,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.14,2.289,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.16,2.285,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.18,2.280,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.20,2.276,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.22,2.272,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.24,2.269,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.26,2.266,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.28,2.263,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.30,2.260,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.32,2.258,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.34,2.255,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.36,2.253,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.38,2.252,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.40,2.250,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.42,2.248,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.44,2.247,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.46,2.246,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.48,2.244,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.50,2.243,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.52,2.242,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.54,2.242,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.56,2.241,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.58,2.240,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.60,2.239,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.62,2.239,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.64,2.238,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.66,2.238,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.68,2.237,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.70,2.237,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.72,2.237,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.74,2.236,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.76,2.236,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.78,2.236,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.80,2.235,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.82,2.235,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.84,2.235,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.86,2.235,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.88,2.235,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.90,2.234,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.92,2.234,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.94,2.234,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.96,2.234,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
9.98,2.234,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
10.00,2.234,389.158,0.979,5.68,72.15,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
10.02,2.234,389.158,0.979,5.68,72.13,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
10.04,2.234,389.158,0.979,5.68,72.13,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
10.06,2.234,389.158,0.979,5.68,72.13,78.8,95.3,113.6,18.18,0.0417,7.40,97,41,0
